image_path,label
AnnualCrop/AnnualCrop_142.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2835.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_1073.jpg,PermanentCrop
Industrial/Industrial_453.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_1810.jpg,HerbaceousVegetation
Pasture/Pasture_1780.jpg,Pasture
HerbaceousVegetation/HerbaceousVegetation_1614.jpg,HerbaceousVegetation
Industrial/Industrial_1008.jpg,Industrial
Highway/Highway_892.jpg,Highway
Industrial/Industrial_1489.jpg,Industrial
AnnualCrop/AnnualCrop_1354.jpg,AnnualCrop
Highway/Highway_2237.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_2370.jpg,HerbaceousVegetation
Residential/Residential_1545.jpg,Residential
Residential/Residential_2024.jpg,Residential
Highway/Highway_579.jpg,Highway
AnnualCrop/AnnualCrop_1623.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2148.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_1356.jpg,PermanentCrop
AnnualCrop/AnnualCrop_1059.jpg,AnnualCrop
Industrial/Industrial_2418.jpg,Industrial
River/River_398.jpg,River
Highway/Highway_1301.jpg,Highway
SeaLake/SeaLake_2570.jpg,SeaLake
SeaLake/SeaLake_2239.jpg,SeaLake
PermanentCrop/PermanentCrop_2349.jpg,PermanentCrop
Residential/Residential_1723.jpg,Residential
Forest/Forest_1951.jpg,Forest
PermanentCrop/PermanentCrop_336.jpg,PermanentCrop
Pasture/Pasture_859.jpg,Pasture
Forest/Forest_1895.jpg,Forest
SeaLake/SeaLake_1258.jpg,SeaLake
Residential/Residential_2894.jpg,Residential
Forest/Forest_962.jpg,Forest
River/River_1987.jpg,River
Pasture/Pasture_364.jpg,Pasture
Residential/Residential_2046.jpg,Residential
Highway/Highway_627.jpg,Highway
Residential/Residential_2036.jpg,Residential
AnnualCrop/AnnualCrop_1842.jpg,AnnualCrop
Residential/Residential_2532.jpg,Residential
Forest/Forest_333.jpg,Forest
PermanentCrop/PermanentCrop_1868.jpg,PermanentCrop
Pasture/Pasture_1766.jpg,Pasture
AnnualCrop/AnnualCrop_1035.jpg,AnnualCrop
SeaLake/SeaLake_2727.jpg,SeaLake
Industrial/Industrial_1760.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_570.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_530.jpg,HerbaceousVegetation
Industrial/Industrial_2285.jpg,Industrial
Residential/Residential_392.jpg,Residential
AnnualCrop/AnnualCrop_708.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2834.jpg,HerbaceousVegetation
AnnualCrop/AnnualCrop_1124.jpg,AnnualCrop
Industrial/Industrial_1426.jpg,Industrial
Forest/Forest_2446.jpg,Forest
Forest/Forest_2844.jpg,Forest
HerbaceousVegetation/HerbaceousVegetation_485.jpg,HerbaceousVegetation
Pasture/Pasture_302.jpg,Pasture
River/River_2032.jpg,River
Highway/Highway_667.jpg,Highway
AnnualCrop/AnnualCrop_1731.jpg,AnnualCrop
Industrial/Industrial_346.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_2087.jpg,HerbaceousVegetation
Industrial/Industrial_1229.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_201.jpg,HerbaceousVegetation
Pasture/Pasture_876.jpg,Pasture
Pasture/Pasture_674.jpg,Pasture
HerbaceousVegetation/HerbaceousVegetation_2019.jpg,HerbaceousVegetation
Industrial/Industrial_1494.jpg,Industrial
AnnualCrop/AnnualCrop_1648.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_1162.jpg,HerbaceousVegetation
Forest/Forest_1009.jpg,Forest
SeaLake/SeaLake_1139.jpg,SeaLake
Industrial/Industrial_2355.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_1388.jpg,HerbaceousVegetation
Pasture/Pasture_705.jpg,Pasture
AnnualCrop/AnnualCrop_171.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_798.jpg,HerbaceousVegetation
Industrial/Industrial_1545.jpg,Industrial
AnnualCrop/AnnualCrop_1208.jpg,AnnualCrop
PermanentCrop/PermanentCrop_1809.jpg,PermanentCrop
River/River_351.jpg,River
HerbaceousVegetation/HerbaceousVegetation_976.jpg,HerbaceousVegetation
Pasture/Pasture_1120.jpg,Pasture
Forest/Forest_677.jpg,Forest
Pasture/Pasture_417.jpg,Pasture
Residential/Residential_1224.jpg,Residential
AnnualCrop/AnnualCrop_1397.jpg,AnnualCrop
Highway/Highway_2202.jpg,Highway
Industrial/Industrial_1169.jpg,Industrial
Industrial/Industrial_2081.jpg,Industrial
River/River_2395.jpg,River
HerbaceousVegetation/HerbaceousVegetation_2525.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2412.jpg,HerbaceousVegetation
Highway/Highway_769.jpg,Highway
PermanentCrop/PermanentCrop_548.jpg,PermanentCrop
Highway/Highway_744.jpg,Highway
Forest/Forest_785.jpg,Forest
AnnualCrop/AnnualCrop_588.jpg,AnnualCrop
Pasture/Pasture_603.jpg,Pasture
PermanentCrop/PermanentCrop_578.jpg,PermanentCrop
River/River_949.jpg,River
Forest/Forest_2652.jpg,Forest
SeaLake/SeaLake_506.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_2430.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_1575.jpg,PermanentCrop
Industrial/Industrial_1288.jpg,Industrial
Industrial/Industrial_2076.jpg,Industrial
AnnualCrop/AnnualCrop_2244.jpg,AnnualCrop
Forest/Forest_204.jpg,Forest
PermanentCrop/PermanentCrop_951.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1046.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_84.jpg,HerbaceousVegetation
Forest/Forest_2587.jpg,Forest
AnnualCrop/AnnualCrop_986.jpg,AnnualCrop
Residential/Residential_890.jpg,Residential
Residential/Residential_2562.jpg,Residential
SeaLake/SeaLake_1436.jpg,SeaLake
Residential/Residential_499.jpg,Residential
AnnualCrop/AnnualCrop_2554.jpg,AnnualCrop
SeaLake/SeaLake_440.jpg,SeaLake
AnnualCrop/AnnualCrop_512.jpg,AnnualCrop
Pasture/Pasture_1039.jpg,Pasture
Industrial/Industrial_691.jpg,Industrial
PermanentCrop/PermanentCrop_676.jpg,PermanentCrop
Residential/Residential_2917.jpg,Residential
AnnualCrop/AnnualCrop_2088.jpg,AnnualCrop
Highway/Highway_212.jpg,Highway
Highway/Highway_2447.jpg,Highway
PermanentCrop/PermanentCrop_722.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1722.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_198.jpg,PermanentCrop
Industrial/Industrial_1341.jpg,Industrial
Industrial/Industrial_2243.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_2315.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1773.jpg,HerbaceousVegetation
Highway/Highway_2241.jpg,Highway
AnnualCrop/AnnualCrop_2235.jpg,AnnualCrop
Forest/Forest_184.jpg,Forest
Highway/Highway_756.jpg,Highway
AnnualCrop/AnnualCrop_1677.jpg,AnnualCrop
Forest/Forest_740.jpg,Forest
Residential/Residential_2306.jpg,Residential
SeaLake/SeaLake_412.jpg,SeaLake
Pasture/Pasture_637.jpg,Pasture
River/River_1860.jpg,River
Highway/Highway_1535.jpg,Highway
Residential/Residential_1914.jpg,Residential
AnnualCrop/AnnualCrop_1464.jpg,AnnualCrop
Pasture/Pasture_282.jpg,Pasture
Industrial/Industrial_677.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_31.jpg,HerbaceousVegetation
PermanentCrop/PermanentCrop_1698.jpg,PermanentCrop
Residential/Residential_1955.jpg,Residential
Highway/Highway_1389.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_966.jpg,HerbaceousVegetation
SeaLake/SeaLake_1311.jpg,SeaLake
River/River_1445.jpg,River
PermanentCrop/PermanentCrop_1373.jpg,PermanentCrop
HerbaceousVegetation/HerbaceousVegetation_1423.jpg,HerbaceousVegetation
Industrial/Industrial_414.jpg,Industrial
River/River_2027.jpg,River
HerbaceousVegetation/HerbaceousVegetation_863.jpg,HerbaceousVegetation
Industrial/Industrial_2161.jpg,Industrial
Residential/Residential_742.jpg,Residential
Pasture/Pasture_475.jpg,Pasture
SeaLake/SeaLake_1471.jpg,SeaLake
SeaLake/SeaLake_688.jpg,SeaLake
Highway/Highway_995.jpg,Highway
AnnualCrop/AnnualCrop_186.jpg,AnnualCrop
Pasture/Pasture_1413.jpg,Pasture
Forest/Forest_758.jpg,Forest
SeaLake/SeaLake_2987.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_126.jpg,HerbaceousVegetation
River/River_1643.jpg,River
River/River_327.jpg,River
AnnualCrop/AnnualCrop_846.jpg,AnnualCrop
Forest/Forest_1264.jpg,Forest
Industrial/Industrial_2456.jpg,Industrial
PermanentCrop/PermanentCrop_1609.jpg,PermanentCrop
Highway/Highway_223.jpg,Highway
Industrial/Industrial_310.jpg,Industrial
SeaLake/SeaLake_2163.jpg,SeaLake
Highway/Highway_435.jpg,Highway
Industrial/Industrial_159.jpg,Industrial
HerbaceousVegetation/HerbaceousVegetation_1327.jpg,HerbaceousVegetation
Forest/Forest_2071.jpg,Forest
Residential/Residential_2791.jpg,Residential
HerbaceousVegetation/HerbaceousVegetation_2738.jpg,HerbaceousVegetation
Industrial/Industrial_311.jpg,Industrial
River/River_1783.jpg,River
Highway/Highway_1347.jpg,Highway
SeaLake/SeaLake_795.jpg,SeaLake
PermanentCrop/PermanentCrop_462.jpg,PermanentCrop
SeaLake/SeaLake_2830.jpg,SeaLake
HerbaceousVegetation/HerbaceousVegetation_506.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_1793.jpg,HerbaceousVegetation
Highway/Highway_2074.jpg,Highway
HerbaceousVegetation/HerbaceousVegetation_1547.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2946.jpg,HerbaceousVegetation
HerbaceousVegetation/HerbaceousVegetation_2891.jpg,HerbaceousVegetation
AnnualCrop/AnnualCrop_63.jpg,AnnualCrop
AnnualCrop/AnnualCrop_2200.jpg,AnnualCrop
HerbaceousVegetation/HerbaceousVegetation_2896.jpg,HerbaceousVegetation
Residential/Residential_658.jpg,Residential
Highway/Highway_2478.jpg,Highway
Residential/Residential_737.jpg,Residential
River/River_1110.jpg,River
River/River_1997.jpg,River
River/River_1211.jpg,River
Industrial/Industrial_1761.jpg,Industrial
Highway/Highway_1042.jpg,Highway
Forest/Forest_647.jpg,Forest
HerbaceousVegetation/HerbaceousVegetation_2436.jpg,HerbaceousVegetation
Highway/Highway_1365.jpg,Highway
AnnualCrop/AnnualCrop_289.jpg,AnnualCrop
SeaLake/SeaLake_774.jpg,SeaLake
Forest/Forest_812.jpg,Forest
Forest/Forest_815.jpg,Forest
River/River_2174.jpg,River
Industrial/Industrial_418.jpg,Industrial
SeaLake/SeaLake_798.jpg,SeaLake
Forest/Forest_2687.jpg,Forest
